flightfare_key,arrivalAirportKey,available_seats
1874,Tenerife,50
1875,Alicante,-1
1876,Rhodos,-1
1879,Kreta,-1
1880,Malaga,-1
1882,Kreta,-1
1883,Tenerife,-1
1884,Tenerife,-1
1885,Kreta,-1
1886,Napels,-1
1887,Tenerife,-1
1888,Malaga,-1
1890,Faro,344
1893,Ibiza,80
1894,Alicante,106
1895,Palma,-18
1896,Faro,-1
1899,Kreta,-1
1900,Malaga,-1
1902,Kreta,-1
1903,Tenerife,-1
1904,Tenerife,-1
1905,Kreta,-1
1906,Napels,-1
1907,Tenerife,-1
1908,Malaga,-1
1910,Faro,344
1913,Ibiza,80
1914,Alicante,106
1915,Palma,-18
1916,Faro,-1
1917,Palma,-1
1919,Palma,-1
1921,Alicante,-1
1922,Alicante,-1
1923,Malaga,-1
1924,Tenerife,-1
1925,Palermo,-1
1927,Kreta,-1
1928,Alicante,-1
1929,Alicante,-1
1931,Kreta,-1
1932,Kreta,-1
1933,Malaga,-1
1934,Palma,-1
1935,Tenerife,-1
1939,Alicante,-1
1945,Malaga,-1
1946,Napels,148
1947,Napels,148
1948,Faro,-1
1949,Napels,148
1950,Alicante,106
1951,Palma,-1
1952,Tenerife,50
1953,Rhodos,-1
1954,Tenerife,50
1955,Palma,-1
1957,Palma,-1
1959,Alicante,-1
1960,Alicante,-1
1961,Malaga,-1
1962,Tenerife,-1
1963,Palermo,-1
1965,Kreta,-1
1966,Alicante,-1
1967,Alicante,-1
1969,Kreta,-1
1970,Kreta,-1
1971,Malaga,-1
1972,Palma,-1
1973,Tenerife,-1
1977,Alicante,-1
1983,Malaga,-1
1984,Napels,148
1985,Napels,148
1986,Faro,-1
1987,Napels,148
1988,Alicante,106
1989,Palma,-1
1990,Tenerife,50
1991,Rhodos,-1
1992,Tenerife,50
1996,Malaga,-1
1997,Malaga,-1
1998,Malaga,-1
1999,Malaga,-1
2000,Malaga,-1
2002,Malaga,-1
2003,Malaga,-1
2004,Malaga,-1
2005,Malaga,-1
2006,Malaga,-1
2007,Malaga,-1
2008,Malaga,-1
2009,Malaga,-1
2010,Ibiza,-1
2011,Ibiza,-1
2012,Alicante,-1
2013,Alicante,-1
2015,Alicante,-1
2016,Alicante,-1
2018,Alicante,-1
2020,Alicante,-1
2021,Alicante,-1
2022,Alicante,-1
2024,Alicante,-1
2031,Malaga,-1
2032,Malaga,-1
2033,Malaga,-1
2034,Malaga,-1
2035,Malaga,-1
2037,Malaga,-1
2038,Malaga,-1
2039,Malaga,-1
2040,Malaga,-1
2041,Malaga,-1
2042,Malaga,-1
2044,Malaga,-1
2045,Ibiza,-1
2046,Ibiza,-1
2047,Alicante,-1
2049,Alicante,-1
2050,Alicante,-1
2052,Alicante,-1
2053,Alicante,-1
2055,Alicante,-1
2057,Alicante,-1
2058,Alicante,-1
2059,Alicante,-1
2061,Alicante,-1
2065,Malaga,-1
2066,Malaga,-1
2067,Malaga,-1
2069,Malaga,-1
2071,Malaga,-1
2072,Malaga,-1
2073,Malaga,-1
2074,Malaga,-1
2075,Malaga,-1
2077,Malaga,-1
2078,Alicante,-1
2080,Alicante,-1
2082,Alicante,-1
2083,Alicante,-1
2085,Alicante,-1
2086,Alicante,-1
2087,Alicante,-1
2089,Alicante,-1
2092,Malaga,-1
2093,Malaga,-1
2094,Malaga,-1
2096,Malaga,-1
2098,Malaga,-1
2099,Malaga,-1
2100,Malaga,-1
2101,Malaga,-1
2102,Malaga,-1
2103,Malaga,-1
2105,Alicante,-1
2106,Alicante,-1
2108,Alicante,-1
2109,Alicante,-1
2111,Alicante,-1
2112,Alicante,-1
2113,Alicante,-1
2115,Alicante,-1
2118,Malaga,-1
2119,Malaga,-1
2120,Malaga,-1
2122,Malaga,-1
2124,Malaga,-1
2125,Malaga,-1
2126,Malaga,-1
2127,Malaga,-1
2128,Malaga,-1
2129,Malaga,-1
2130,Alicante,-1
2132,Alicante,-1
2134,Alicante,-1
2135,Alicante,-1
2136,Alicante,-1
2137,Alicante,-1
2138,Alicante,-1
2140,Alicante,-1
2143,Malaga,-1
2144,Malaga,-1
2145,Malaga,-1
2147,Malaga,-1
2149,Malaga,-1
2150,Malaga,-1
2151,Malaga,-1
2152,Malaga,-1
2153,Malaga,-1
2154,Malaga,-1
2155,Alicante,-1
2157,Alicante,-1
2158,Alicante,-1
2159,Alicante,-1
2160,Alicante,-1
2161,Alicante,-1
2162,Alicante,-1
2164,Alicante,-1
2167,Malaga,-1
2168,Malaga,-1
2169,Malaga,-1
2171,Malaga,-1
2173,Malaga,-1
2174,Malaga,-1
2175,Malaga,-1
2176,Malaga,-1
2177,Malaga,-1
2178,Malaga,-1
2179,Alicante,-1
2181,Alicante,-1
2182,Alicante,-1
2183,Alicante,-1
2185,Alicante,-1
2186,Alicante,-1
2187,Alicante,-1
2189,Alicante,-1
2192,Malaga,-1
2193,Malaga,-1
2194,Malaga,-1
2196,Malaga,-1
2197,Malaga,-1
2199,Malaga,-1
2200,Malaga,-1
2201,Malaga,-1
2202,Malaga,-1
2203,Malaga,-1
2204,Alicante,-1
2206,Alicante,-1
2208,Alicante,-1
2209,Alicante,-1
2211,Alicante,-1
2213,Alicante,-1
2214,Alicante,-1
2216,Alicante,-1
2219,Malaga,-1
2220,Malaga,-1
2222,Malaga,-1
2224,Malaga,-1
2225,Malaga,-1
2226,Malaga,-1
2227,Malaga,-1
2228,Malaga,-1
2229,Malaga,-1
2230,Alicante,-1
2231,Alicante,-1
2232,Alicante,-1
2233,Alicante,-1
2235,Alicante,-1
2236,Alicante,-1
2238,Alicante,-1
2241,Malaga,-1
2242,Malaga,-1
2243,Malaga,-1
2245,Malaga,-1
2246,Malaga,-1
2248,Malaga,-1
2249,Malaga,-1
2250,Malaga,-1
2251,Malaga,-1
2252,Malaga,-1
2253,Malaga,-1
2254,Ibiza,-1
2255,Ibiza,-1
2256,Alicante,-1
2258,Alicante,-1
2259,Alicante,-1
2260,Alicante,-1
2262,Alicante,-1
2264,Alicante,-1
2265,Alicante,-1
2267,Alicante,-1
2268,Malaga,-1
2269,Malaga,-1
2270,Malaga,-1
2271,Malaga,-1
2272,Malaga,-1
2274,Malaga,-1
2275,Malaga,-1
2277,Alicante,-1
2279,Alicante,-1
2280,Alicante,-1
2281,Alicante,-1
2283,Alicante,-1
2285,Alicante,-1
2287,Malaga,-1
2288,Ibiza,-1
2289,Alicante,-1
2292,Malaga,-1
2293,Malaga,-1
2294,Malaga,-1
2295,Malaga,-1
2298,Malaga,-1
2299,Malaga,-1
2300,Malaga,-1
2301,Malaga,-1
2302,Malaga,-1
2330,Ibiza,88
2334,Ibiza,88
2375,Faro,344
2376,Faro,344
2377,Faro,-1
2378,Faro,344
2379,Faro,344
2380,Faro,344
2382,Faro,344
2383,Faro,-1
2384,Faro,344
2385,Faro,344
2386,Faro,344
2387,Faro,344
2388,Faro,344
2389,Faro,344
2390,Faro,344
2391,Faro,344
2392,Faro,344
2393,Faro,344
2394,Faro,344
2395,Faro,344
2396,Faro,344
2397,Faro,344
2398,Faro,344
2399,Faro,344
2400,Faro,344
2401,Faro,344
2402,Faro,344
2403,Faro,344
2404,Faro,344
2405,Faro,344
2406,Faro,344
2407,Faro,344
2408,Faro,344
2409,Faro,344
2410,Faro,344
2411,Faro,344
2412,Faro,344
2413,Faro,344
2414,Faro,344
2415,Faro,344
2416,Faro,344
2417,Faro,344
2418,Faro,344
2419,Faro,344
2420,Faro,344
2421,Faro,344
2422,Faro,344
2423,Faro,344
2486,Malaga,-1
2488,Alicante,-1
2489,Alicante,106
2490,Palma,-1
2491,Malaga,-1
2492,Ibiza,80
2493,Alicante,-1
2494,Alicante,106
2495,Faro,-1
2496,Faro,90
2497,Palermo,-1
2498,Napels,148
2499,Brindisi,102
2501,Palma,-18
2503,Palma,-1
2504,Malaga,-1
2505,Alicante,106
2506,Faro,90
2507,Palermo,-1
2508,Napels,148
2509,Napels,84
2510,Brindisi,102
2513,Palma,-1
2514,Malaga,-1
2515,Ibiza,80
2516,Alicante,-1
2517,Alicante,106
2518,Faro,-1
2519,Faro,90
2520,Napels,148
2521,Brindisi,102
2523,Palma,-1
2524,Malaga,-1
2525,Alicante,106
2526,Faro,90
2527,Palermo,-1
2528,Napels,148
2530,Palma,-18
2531,Palma,-1
2532,Malaga,-1
2533,Malaga,-10
2534,Ibiza,80
2535,Alicante,-1
2536,Alicante,106
2537,Faro,-1
2538,Faro,90
2539,Palermo,-1
2540,Napels,84
2541,Napels,148
2542,Brindisi,102
2543,Palma,-1
2544,Malaga,-1
2545,Ibiza,80
2546,Alicante,106
2547,Alicante,-1
2548,Faro,90
2549,Napels,148
2551,Palma,-18
2553,Palma,-1
2554,Malaga,-1
2556,Alicante,-1
2557,Alicante,106
2558,Faro,-1
2559,Faro,90
2560,Palermo,-1
2561,Napels,148
2562,Brindisi,102
2564,Palma,-1
2565,Malaga,-1
2566,Ibiza,80
2567,Alicante,-1
2568,Alicante,106
2569,Faro,-1
2570,Faro,90
2571,Palermo,-1
2572,Napels,148
2573,Brindisi,102
2575,Palma,-18
2577,Palma,-1
2578,Malaga,-1
2579,Alicante,106
2580,Faro,90
2581,Palermo,-1
2582,Napels,148
2583,Napels,84
2584,Brindisi,102
2587,Palma,-1
2588,Malaga,-1
2589,Ibiza,80
2590,Alicante,-1
2591,Alicante,106
2592,Faro,-1
2593,Faro,90
2594,Napels,148
2595,Brindisi,102
2597,Palma,-1
2598,Malaga,-1
2599,Alicante,106
2600,Faro,90
2601,Palermo,-1
2602,Napels,148
2604,Palma,-18
2605,Malaga,-1
2606,Malaga,-10
2607,Ibiza,80
2608,Alicante,-1
2609,Alicante,106
2610,Faro,-1
2611,Faro,90
2612,Palermo,-1
2613,Napels,84
2614,Napels,148
2615,Brindisi,102
2616,Palma,-1
2617,Malaga,-1
2618,Ibiza,80
2619,Alicante,106
2620,Alicante,-1
2621,Faro,90
2622,Napels,148
2624,Palma,-18
2626,Palma,-1
2627,Malaga,-1
2629,Alicante,-1
2630,Alicante,106
2631,Faro,-1
2632,Faro,90
2633,Palermo,-1
2634,Napels,148
2635,Brindisi,102
2637,Palma,-1
2638,Malaga,-1
2639,Ibiza,80
2640,Alicante,-1
2641,Alicante,106
2642,Faro,-1
2643,Faro,90
2644,Palermo,-1
2645,Napels,148
2646,Brindisi,102
2648,Palma,-18
2650,Palma,-1
2651,Malaga,-1
2652,Alicante,106
2653,Faro,90
2654,Palermo,-1
2655,Napels,148
2656,Napels,84
2657,Brindisi,102
2660,Malaga,-1
2661,Ibiza,80
2662,Alicante,-1
2663,Alicante,106
2664,Faro,-1
2665,Faro,90
2666,Napels,148
2667,Brindisi,102
2669,Palma,-1
2670,Malaga,-1
2671,Alicante,-1
2672,Alicante,106
2673,Faro,90
2674,Palermo,-1
2675,Napels,148
2677,Palma,-18
2678,Malaga,-1
2679,Malaga,-10
2680,Ibiza,80
2681,Alicante,-1
2682,Alicante,106
2683,Faro,-1
2684,Faro,90
2685,Palermo,-1
2686,Napels,84
2687,Napels,148
2688,Brindisi,102
2689,Palma,-1
2690,Malaga,-1
2691,Ibiza,80
2692,Alicante,106
2693,Alicante,-1
2694,Faro,90
2695,Napels,148
2697,Palma,-18
2699,Palma,-1
2700,Malaga,-1
2702,Alicante,-1
2703,Alicante,106
2704,Faro,-1
2705,Faro,90
2706,Palermo,-1
2707,Napels,148
2708,Brindisi,102
2710,Palma,-1
2711,Malaga,-1
2712,Ibiza,80
2713,Alicante,-1
2714,Alicante,106
2715,Faro,-1
2716,Faro,90
2717,Palermo,-1
2718,Napels,148
2719,Brindisi,102
2721,Palma,-18
2723,Palma,-1
2724,Malaga,-1
2725,Alicante,106
2726,Faro,90
2727,Palermo,-1
2728,Napels,148
2729,Napels,84
2730,Brindisi,102
2733,Malaga,-1
2734,Ibiza,80
2735,Alicante,-1
2736,Alicante,106
2737,Faro,-1
2738,Faro,90
2739,Napels,148
2740,Brindisi,102
2742,Palma,-1
2743,Malaga,-1
2744,Alicante,-1
2745,Alicante,106
2746,Faro,90
2747,Palermo,-1
2748,Napels,148
2750,Palma,-18
2751,Malaga,-1
2752,Malaga,-10
2753,Ibiza,80
2754,Alicante,-1
2755,Alicante,106
2756,Faro,-1
2757,Faro,90
2758,Palermo,-1
2759,Napels,84
2760,Napels,148
2761,Brindisi,102
2762,Palma,-1
2763,Malaga,-1
2764,Ibiza,80
2765,Alicante,106
2766,Alicante,-1
2767,Faro,90
2768,Napels,148
2770,Palma,-18
2772,Palma,-1
2773,Malaga,-1
2775,Alicante,-1
2776,Alicante,106
2777,Faro,-1
2778,Faro,90
2779,Palermo,-1
2780,Napels,148
2781,Brindisi,102
2783,Palma,-1
2784,Malaga,-1
2785,Ibiza,80
2786,Alicante,-1
2787,Alicante,106
2788,Faro,-1
2789,Faro,90
2790,Palermo,-1
2791,Napels,148
2792,Brindisi,102
2794,Palma,-18
2796,Palma,-1
2797,Malaga,-1
2798,Alicante,106
2799,Faro,90
2800,Palermo,-1
2801,Napels,148
2802,Napels,84
2803,Brindisi,102
2806,Malaga,-1
2807,Ibiza,80
2808,Alicante,-1
2809,Alicante,106
2810,Faro,-1
2811,Faro,90
2812,Napels,148
2813,Brindisi,102
2815,Palma,-1
2816,Malaga,-1
2817,Alicante,-1
2818,Alicante,106
2819,Faro,90
2820,Palermo,-1
2821,Napels,148
2823,Palma,-18
2824,Malaga,-1
2825,Malaga,-10
2826,Ibiza,80
2827,Alicante,-1
2828,Alicante,106
2829,Faro,-1
2830,Faro,90
2831,Napels,84
2832,Napels,148
2833,Brindisi,102
2834,Palma,-1
2835,Malaga,-1
2836,Ibiza,80
2837,Alicante,106
2838,Alicante,-1
2839,Faro,90
2840,Napels,148
2842,Palma,-18
2844,Palma,-1
2845,Malaga,-1
2847,Alicante,-1
2848,Alicante,106
2849,Faro,-1
2850,Faro,90
2851,Napels,148
2852,Brindisi,102
2854,Palma,-1
2855,Malaga,-1
2856,Ibiza,80
2857,Alicante,-1
2858,Alicante,106
2859,Faro,-1
2860,Faro,90
2861,Napels,148
2862,Brindisi,102
2864,Palma,-18
2866,Palma,-1
2867,Malaga,-1
2868,Alicante,106
2869,Faro,90
2870,Napels,148
2871,Napels,84
2872,Brindisi,102
2875,Malaga,-1
2876,Ibiza,80
2877,Alicante,-1
2878,Alicante,106
2879,Faro,-1
2880,Faro,90
2881,Napels,148
2882,Brindisi,102
2884,Palma,-1
2885,Malaga,-1
2886,Alicante,-1
2887,Alicante,106
2888,Faro,90
2889,Napels,148
2891,Palma,-18
2892,Malaga,-1
2893,Malaga,-10
2894,Ibiza,80
2895,Alicante,-1
2896,Alicante,106
2897,Faro,-1
2898,Faro,90
2899,Napels,84
2900,Napels,148
2901,Brindisi,102
2902,Palma,-1
2903,Malaga,-1
2904,Ibiza,80
2905,Alicante,106
2906,Alicante,-1
2907,Faro,90
2908,Napels,148
2910,Palma,-18
2912,Palma,-1
2913,Malaga,-1
2915,Alicante,-1
2916,Alicante,106
2917,Faro,-1
2918,Faro,90
2919,Napels,148
2920,Palma,-1
2921,Malaga,-1
2922,Ibiza,80
2923,Alicante,-1
2924,Alicante,106
2925,Faro,-1
2926,Faro,90
2927,Napels,148
2928,Brindisi,102
2930,Palma,-18
2932,Palma,-1
2933,Malaga,-1
2934,Alicante,106
2935,Faro,90
2936,Napels,148
2937,Napels,84
2938,Brindisi,102
2940,Malaga,-1
2941,Ibiza,80
2942,Alicante,-1
2943,Alicante,106
2944,Faro,90
2945,Napels,148
2946,Brindisi,102
2948,Palma,-1
2949,Malaga,-1
2950,Alicante,-1
2951,Alicante,106
2952,Faro,90
2953,Napels,148
2955,Palma,-18
2956,Malaga,-1
2957,Malaga,-10
2958,Ibiza,80
2959,Alicante,-1
2960,Alicante,106
2961,Faro,-1
2962,Faro,90
2963,Napels,84
2964,Napels,148
2965,Brindisi,102
2966,Palma,-1
2967,Malaga,-1
2968,Ibiza,80
2969,Alicante,106
2970,Alicante,-1
2971,Faro,90
2972,Napels,148
2973,Palma,-18
2975,Palma,-1
2976,Malaga,-1
2978,Alicante,-1
2979,Alicante,106
2980,Faro,-1
2981,Faro,90
2982,Napels,148
2983,Palma,-1
2984,Malaga,-1
2985,Ibiza,80
2986,Alicante,-1
2987,Alicante,106
2988,Faro,-1
2989,Faro,90
2990,Napels,148
2991,Brindisi,102
2993,Palma,-18
2995,Palma,-1
2996,Malaga,-1
2997,Alicante,106
2998,Faro,90
2999,Napels,148
3000,Napels,84
3001,Napels,148
3002,Napels,148
3003,Rhodos,-1
3004,Palermo,-1
3005,Palermo,-1
3006,Malaga,-1
3008,Alicante,-1
3011,Malaga,-1
3012,Alicante,-1
3014,Kreta,-1
3015,Palermo,-1
3016,Tenerife,-1
3018,Malaga,-1
3019,Tenerife,-1
3020,Malaga,-1
3023,Palma,-1
3025,Alicante,-1
3026,Napels,148
3027,Napels,148
3028,Rhodos,-1
3029,Palermo,-1
3030,Palermo,-1
3032,Alicante,-1
3033,Palermo,-1
3034,Rhodos,-1
3037,Malaga,-1
3039,Tenerife,-1
3040,Malaga,-1
3041,Alicante,-1
3042,Tenerife,-1
3045,Palma,-1
3051,Tenerife,50
3052,Malaga,-1
3053,Palma,-18
3054,Palermo,-1
3055,Faro,90
3056,Malaga,-10
3057,Alicante,-1
3058,Palma,-1
3059,Alicante,106
3060,Faro,90
3062,Alicante,-1
3063,Palermo,-1
3064,Rhodos,-1
3067,Malaga,-1
3069,Tenerife,-1
3070,Malaga,-1
3071,Alicante,-1
3072,Tenerife,-1
3075,Palma,-1
3081,Tenerife,50
3082,Malaga,-1
3083,Palma,-18
3084,Palermo,-1
3085,Faro,90
3086,Malaga,-10
3087,Alicante,-1
3088,Palma,-1
3089,Alicante,106
3090,Faro,90
3091,Malaga,-1
3093,Palma,-1
3094,Alicante,-1
3095,Alicante,-1
3097,Ibiza,-1
3100,Alicante,-1
3101,Malaga,-1
3103,Tenerife,-1
3106,Palma,-1
3107,Kreta,-1
3108,Tenerife,-1
3112,Napels,148
3113,Faro,-1
3114,Palma,-18
3116,Ibiza,80
3117,Ibiza,80
3118,Brindisi,102
3119,Palma,-1
3120,Brindisi,102
3121,Palma,-1
3122,Rhodos,-1
3123,Rhodos,-1
3124,Malaga,-1
3126,Palma,-1
3127,Alicante,-1
3128,Alicante,-1
3130,Ibiza,-1
3133,Alicante,-1
3134,Malaga,-1
3136,Tenerife,-1
3139,Palma,-1
3140,Kreta,-1
3141,Tenerife,-1
3145,Napels,148
3146,Faro,-1
3147,Palma,-18
3149,Ibiza,80
3150,Ibiza,80
3151,Brindisi,102
3152,Palma,-1
3153,Brindisi,102
3154,Palma,-1
3155,Rhodos,-1
3156,Rhodos,-1
3157,Alicante,-1
3159,Kreta,-1
3163,Malaga,-1
3164,Malaga,-1
3165,Corfu,-1
3166,Palma,-1
3167,Malaga,-1
3168,Alicante,-1
3170,Kreta,-1
3172,Malaga,-1
3174,Tenerife,-1
3175,Faro,344
3177,Faro,90
3178,Tenerife,50
3180,Malaga,-1
3182,Palma,-1
3184,Faro,90
3185,Malaga,-1
3186,Tenerife,50
3187,Alicante,-1
3189,Kreta,-1
3193,Malaga,-1
3194,Malaga,-1
3195,Corfu,-1
3196,Palma,-1
3197,Malaga,-1
3198,Alicante,-1
3200,Kreta,-1
3202,Malaga,-1
3204,Tenerife,-1
3205,Faro,344
3207,Faro,90
3208,Tenerife,50
3210,Malaga,-1
3212,Palma,-1
3214,Faro,90
3215,Malaga,-1
3216,Tenerife,50
3217,Alicante,-1
3221,Corfu,-1
3223,Corfu,-1
3225,Rhodos,-1
3227,Malaga,-1
3228,Alicante,-1
3229,Kreta,-1
3231,Tenerife,-1
3233,Alicante,-1
3234,Napels,-1
3235,Malaga,-1
3238,Tenerife,-1
3239,Ibiza,80
3240,Faro,90
3242,Palma,-1
3243,Palma,-1
3244,Alicante,106
3245,Alicante,-1
3246,Faro,90
3247,Alicante,-1
3251,Corfu,-1
3253,Corfu,-1
3255,Rhodos,-1
3257,Malaga,-1
3258,Alicante,-1
3259,Kreta,-1
3261,Tenerife,-1
3263,Alicante,-1
3264,Napels,-1
3265,Malaga,-1
3268,Tenerife,-1
3269,Ibiza,80
3270,Faro,90
3272,Palma,-1
3273,Palma,-1
3274,Alicante,106
3275,Alicante,-1
3276,Faro,90
3277,Malaga,-1
3278,Kreta,-1
3279,Napels,-1
3280,Kreta,-1
3281,Malaga,-1
3283,Kreta,-1
3285,Malaga,-1
3286,Malaga,-1
3287,Rhodos,-1
3291,Alicante,-1
3293,Malaga,-1
3297,Palma,-18
3298,Napels,84
3300,Faro,90
3301,Napels,148
3303,Rhodos,-1
3304,Faro,90
3305,Rhodos,-1
3306,Rhodos,-1
3307,Malaga,-1
3308,Kreta,-1
3309,Napels,-1
3310,Kreta,-1
3311,Malaga,-1
3313,Kreta,-1
3315,Malaga,-1
3316,Malaga,-1
3317,Rhodos,-1
3321,Alicante,-1
3323,Malaga,-1
3327,Palma,-18
3328,Napels,84
3330,Faro,90
3331,Napels,148
3333,Rhodos,-1
3334,Faro,90
3335,Rhodos,-1
3336,Rhodos,-1
3337,Tenerife,-1
3341,Tenerife,-1
3342,Malaga,-1
3343,Rhodos,-1
3344,Palma,-1
3345,Palermo,-1
3346,Kreta,-1
3347,Tenerife,-1
3348,Malaga,-1
3349,Malaga,-1
3350,Faro,344
3351,Napels,148
3352,Palermo,-1
3353,Napels,148
3354,Ibiza,80
3356,Napels,148
3357,Palermo,-1
3358,Tenerife,-1
3362,Tenerife,-1
3363,Malaga,-1
3364,Rhodos,-1
3365,Palma,-1
3366,Palermo,-1
3367,Kreta,-1
3368,Tenerife,-1
3369,Malaga,-1
3370,Malaga,-1
3371,Faro,344
3372,Napels,148
3373,Palermo,-1
3374,Napels,148
3375,Ibiza,80
3377,Napels,148
3378,Palermo,-1
3383,Alicante,-1
3386,Rhodos,-1
3388,Tenerife,-1
3393,Tenerife,-1
3394,Malaga,-1
3396,Alicante,106
3397,Napels,148
3398,Alicante,-1
3399,Palermo,-1
3400,Tenerife,50
3401,Brindisi,102
3402,Malaga,-10
3403,Faro,-1
3404,Tenerife,50
3409,Alicante,-1
3412,Rhodos,-1
3414,Tenerife,-1
3419,Tenerife,-1
3420,Malaga,-1
3422,Alicante,106
3423,Napels,148
3424,Alicante,-1
3425,Palermo,-1
3426,Tenerife,50
3427,Brindisi,102
3428,Malaga,-10
3429,Faro,-1
3430,Tenerife,50
3432,Malaga,-1
3433,Malaga,-1
3434,Alicante,-1
3435,Alicante,-1
3437,Malaga,-1
3439,Malaga,-1
3442,Palma,-1
3443,Alicante,-1
3444,Ibiza,-1
3445,Kreta,-1
3446,Tenerife,-1
3447,Palermo,-1
3449,Palermo,-1
3450,Palma,-1
3451,Malaga,-1
3453,Faro,344
3454,Palma,-18
3455,Faro,-1
3456,Napels,148
3457,Malaga,-1
3458,Palma,-1
3460,Malaga,-1
3461,Malaga,-1
3462,Alicante,-1
3463,Alicante,-1
3465,Malaga,-1
3467,Malaga,-1
3470,Palma,-1
3471,Alicante,-1
3472,Ibiza,-1
3473,Kreta,-1
3474,Tenerife,-1
3475,Palermo,-1
3477,Palermo,-1
3478,Palma,-1
3479,Malaga,-1
3481,Faro,344
3482,Palma,-18
3483,Faro,-1
3484,Napels,148
3485,Malaga,-1
3486,Palma,-1
3488,Malaga,-1
3489,Alicante,-1
3490,Malaga,-1
3492,Malaga,-1
3494,Malaga,-1
3495,Rhodos,-1
3498,Malaga,-1
3499,Napels,-1
3500,Kreta,-1
3501,Tenerife,-1
3503,Palma,-1
3505,Alicante,-1
3510,Alicante,106
3511,Palermo,-1
3512,Malaga,-1
3513,Tenerife,50
3516,Malaga,-1
3517,Alicante,-1
3518,Malaga,-1
3520,Malaga,-1
3522,Malaga,-1
3523,Rhodos,-1
3526,Malaga,-1
3527,Napels,-1
3528,Kreta,-1
3529,Tenerife,-1
3531,Palma,-1
3533,Alicante,-1
3538,Alicante,106
3539,Palermo,-1
3540,Malaga,-1
3541,Tenerife,50
3543,Kreta,-1
3544,Rhodos,-1
3545,Alicante,-1
3546,Alicante,-1
3547,Alicante,-1
3548,Malaga,-1
3549,Malaga,-1
3550,Tenerife,-1
3552,Rhodos,-1
3554,Kreta,-1
3556,Rhodos,-1
3557,Kreta,-1
3558,Malaga,-1
3561,Malaga,-1
3562,Faro,344
3564,Alicante,-1
3565,Palermo,-1
3567,Palermo,-1
3568,Napels,84
3569,Kreta,-1
3570,Rhodos,-1
3571,Alicante,-1
3572,Alicante,-1
3573,Alicante,-1
3574,Malaga,-1
3575,Malaga,-1
3576,Tenerife,-1
3578,Rhodos,-1
3580,Kreta,-1
3582,Rhodos,-1
3583,Kreta,-1
3584,Malaga,-1
3587,Malaga,-1
3588,Faro,344
3590,Alicante,-1
3591,Palermo,-1
3593,Palermo,-1
3594,Napels,84
3595,Malaga,-1
3596,Napels,-1
3597,Palma,-1
3598,Malaga,-1
3600,Tenerife,-1
3601,Napels,-1
3602,Alicante,-1
3603,Kreta,-1
3604,Malaga,-1
3607,Tenerife,-1
3609,Tenerife,-1
3610,Palma,-1
3611,Faro,344
3613,Brindisi,102
3614,Palermo,-1
3616,Palma,-1
3617,Faro,90
3618,Faro,-1
3619,Faro,90
3620,Palma,-1
3621,Ibiza,80
3622,Napels,84
3623,Malaga,-1
3624,Napels,-1
3625,Palma,-1
3626,Malaga,-1
3628,Tenerife,-1
3629,Napels,-1
3630,Alicante,-1
3631,Kreta,-1
3632,Malaga,-1
3635,Tenerife,-1
3637,Tenerife,-1
3638,Palma,-1
3639,Faro,344
3641,Brindisi,102
3642,Palermo,-1
3644,Palma,-1
3645,Faro,90
3646,Faro,-1
3647,Faro,90
3648,Palma,-1
3649,Ibiza,80
3650,Napels,84
3654,Napels,-1
3655,Tenerife,-1
3656,Corfu,-1
3657,Corfu,-1
3658,Tenerife,-1
3659,Rhodos,-1
3662,Rhodos,-1
3664,Palma,-1
3667,Rhodos,-1
3668,Malaga,-1
3669,Alicante,-1
3671,Palma,-1
3672,Palermo,-1
3673,Rhodos,-1
3675,Faro,344
3676,Faro,344
3677,Faro,344
3678,Faro,90
3679,Tenerife,50
3680,Palma,-18
3681,Faro,-1
3683,Faro,90
3684,Rhodos,-1
3688,Napels,-1
3689,Tenerife,-1
3690,Corfu,-1
3691,Corfu,-1
3692,Tenerife,-1
3693,Rhodos,-1
3696,Rhodos,-1
3698,Palma,-1
3701,Rhodos,-1
3702,Malaga,-1
3703,Alicante,-1
3705,Palma,-1
3706,Palermo,-1
3707,Rhodos,-1
3709,Faro,344
3710,Faro,344
3711,Faro,344
3712,Faro,90
3713,Tenerife,50
3714,Palma,-18
3715,Faro,-1
3717,Faro,90
3718,Rhodos,-1
3719,Malaga,-1
3721,Tenerife,-1
3724,Rhodos,-1
3725,Malaga,-1
3726,Malaga,-1
3727,Ibiza,-1
3728,Kreta,-1
3731,Malaga,-1
3732,Tenerife,-1
3733,Corfu,-1
3734,Tenerife,-1
3735,Malaga,-1
3737,Corfu,-1
3738,Palma,-1
3739,Palma,-1
3741,Tenerife,-1
3742,Malaga,-1
3743,Alicante,-1
3744,Kreta,-1
3746,Palma,-1
3749,Faro,344
3750,Palma,-1
3751,Faro,90
3752,Alicante,106
3753,Alicante,-1
3754,Tenerife,50
3755,Palermo,-1
3756,Palermo,-1
3757,Malaga,-1
3759,Tenerife,-1
3762,Rhodos,-1
3763,Malaga,-1
3764,Malaga,-1
3765,Ibiza,-1
3766,Kreta,-1
3769,Malaga,-1
3770,Tenerife,-1
3771,Corfu,-1
3772,Tenerife,-1
3773,Malaga,-1
3775,Corfu,-1
3776,Palma,-1
3777,Palma,-1
3779,Tenerife,-1
3780,Malaga,-1
3781,Alicante,-1
3782,Kreta,-1
